arm,rate,seed,throughput_rps,tokens_per_sec,completed,ttft_mean_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,e2e_mean_ms,e2e_p90_ms,e2e_p95_ms,e2e_p99_ms,itl_mean_ms,itl_p90_ms,itl_p95_ms,itl_p99_ms,timeouts,preemptions,disagg_count,sat_level,sat_score
"agg-4xtp4","0.2","42",0.9639927176804739,237.70593472560537,460,233.86438043478262,501.48720000000003,575.0382499999997,726.3098699999999,5676.7758413043475,13515.537200000008,24157.153349999997,46820.935159999986,22.15990096398127,25.988,27.5,45.088,0,0,0,"STABLE",0
"agg-4xtp4","0.2","123",0.717814531792087,206.91091417264445,410,248.7512268292683,513.7098000000001,612.6005499999998,830.1623399999991,6560.653146341464,17158.87640000001,36330.040099999984,47409.601149999995,21.970750655922835,26.344,27.538,43.654,0,0,0,"OVERLOADED",0.37651095589970757
"agg-4xtp4","0.2","777",0.6824374460775989,195.063370003847,390,243.7195205128205,532.0601,626.19125,762.5741400000004,6416.202879487179,13829.692000000015,33727.91769999998,48168.047210000004,21.667781248593418,25.376,27.296,43.502,0,0,0,"STABLE",0
"agg-4xtp4","0.5","42",1.514312795944782,365.4604643913238,640,249.3253515625,506.20810000000006,626.8126,817.60078,6103.8344546875005,14440.665700000001,23943.552149999978,48472.76810000001,24.3562993836792,28.833,34.686,48.576,0,0,0,"STABLE",0
"agg-4xtp4","0.5","123",1.3853284548278142,391.22934953841866,660,250.76788636363636,507.8729,602.9568999999996,851.7648399999997,7379.807784848485,19143.0906,33551.14064999997,57117.26447999995,25.330606326387766,32.115,36.914,50.799,0,0,0,"OVERLOADED",0.4845487148574481
"agg-4xtp4","0.5","777",1.1965538440585757,340.6196819499642,580,249.41953275862068,535.0932000000001,639.8964,869.2376400000003,7137.592946551725,18267.403200000004,34687.39644999985,55366.91340000002,24.279844159317317,30.475,34.568,49.44,0,0,0,"OVERLOADED",0.4843888084305871
"agg-4xtp4","1","42",1.9371460686451807,475.94614540640305,910,275.61466483516483,568.9425,683.0416999999999,901.28607,7383.673841758242,18533.9668,30655.48079999994,57383.06326999997,29.04553235700941,39.568,47.789,58.192,0,0,0,"STABLE",0
"agg-4xtp4","1","123",1.8476851415776818,505.2922172660772,930,265.1949193548387,560.2127000000002,707.38405,959.6053100000005,8388.409595698924,21807.504300000004,39916.97369999998,64096.14043000001,29.81005145619574,40.853,48.94704999999999,60.42,0,0,0,"STABLE",0
"agg-4xtp4","1","777",1.8794132437221216,507.9695008734341,890,260.66347640449436,547.3538,653.1395999999997,855.3632100000003,7964.323260674158,19137.27210000001,38574.989749999964,61922.31324,28.605381281815905,37.815,45.918,56.345,0,0,0,"OVERLOADED",0.4141602664100886
"agg-4xtp4","2","42",2.5756175889903887,651.2964197279996,1200,318.561885,713.099000000001,893.01395,1151.20732,9455.917248333333,22317.778900000016,41125.94654999998,75887.56873999999,36.27497662815473,52.876,62.825,72.727,0,0,0,"OVERLOADED",0.6801772944481568
"agg-4xtp4","2","123",2.450267044971703,663.4003783220695,1170,297.67833247863246,638.6560000000001,805.0202499999999,1063.4007099999994,9484.472111111112,24947.640300000105,41430.431849999964,70239.62531999985,34.05430122970947,48.516,55.898,66.885,0,0,0,"OVERLOADED",0.601102133977272
